product_id,product_name,category,price,short_description,image_url,product_type,variations
1,Xương Tổng Hợp Qbone Plug,"Vật liệu cấy ghép, Xương tổng hợp","1,090,000  – 1,290,000 ",,https://tinnha.vn/wp-content/uploads/2024/07/QBONPLUS_Hình-có-giá-1.jpg,configurable,"[{""variation_code"": ""dbqbpps"", ""variation_price"": ""1090000\u20ab""}, {""variation_code"": ""dbqbppm"", ""variation_price"": ""1290000\u20ab""}]"
2,Xi Măng Gắn Vĩnh Viễn Total C-ram,Vật liệu gắn,"1,950,000 ","Thương hiệu: Itena
Xuất xứ: Pháp
Total cram là cement dán dính lưỡng trùng hợp (quang trùng hợp + tự trùng hợp) nên độ co ngót thấp, dán dính tốt, hạn chế ê buốt trên răng còn tuỷ sống/ sứ Zirconia.
CTKM: Mua 2 tặng 1",https://tinnha.vn/wp-content/uploads/2024/07/total-cram.jpg,simple,
3,Xi Măng Đa Năng Totalcem,Vật liệu gắn,"2,950,000 ","Thương hiệu: Itena
Xuất xứ: Pháp
Xi măng đa năng Totalcem kết hợp các bước etching, primer, bonding và cement trong cùng một sản phẩm: giúp đơn giản hóa quy trình làm việc, không gây ê buốt sau khi gắn
CTKM: Mua 5 tặng 1",https://tinnha.vn/wp-content/uploads/2024/07/totalcem.jpg,simple,
4,Mắc Cài Comfort Zone,"Chỉnh nha, *Giải phóng hàng tồn, Chỉnh nha, Mắc cài","660,000  395,000 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ",https://tinnha.vn/wp-content/uploads/2024/06/Artboard-1.png,simple,
5,Mắc Cài MiniPreval SL,"Chỉnh nha, Mắc cài","4,500,000 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ",https://tinnha.vn/wp-content/uploads/2024/06/Artboard-1-copy.png,simple,
6,Mắc Cài Agility,"Chỉnh nha, Mắc cài","3,290,000 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ",https://tinnha.vn/wp-content/uploads/2024/06/Artboard-1-copy-5.png,simple,
7,Mắc Cài Tube Agility,"Chỉnh nha, *Giải phóng hàng tồn, Chỉnh nha, Mắc cài","110,000  55,000 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ",https://tinnha.vn/wp-content/uploads/2024/06/Artboard-1-copy-4.png,simple,
8,Mắc Cài MiniPreval,"Chỉnh nha, *Giải phóng hàng tồn, Chỉnh nha, Mắc cài","1,290,000  799,000 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ",https://tinnha.vn/wp-content/uploads/2024/06/Artboard-1-copy-3.png,simple,
9,Mắc Cài MiniPreval Twin,"Chỉnh nha, *Giải phóng hàng tồn, Chỉnh nha, Mắc cài","1,350,000  799,000 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ",https://tinnha.vn/wp-content/uploads/2024/06/Artboard-1-copy-2.png,simple,
10,Thun Grey Hollow Thread,"*Giải phóng hàng tồn, Chỉnh nha","220,000  123,200 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ",https://tinnha.vn/wp-content/uploads/2024/06/thun-chỉnh-nha-clear.jpg,configurable,"[{""variation_code"": ""tbcl030"", ""variation_price"": ""123200\u20ab""}, {""variation_code"": ""tbcl025"", ""variation_price"": ""123200\u20ab""}]"
11,Thun Clear Hollow Thread,"*Giải phóng hàng tồn, Chỉnh nha","220,000  123,200 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ",https://tinnha.vn/wp-content/uploads/2024/06/thun-chỉnh-nha-grey.jpg,configurable,"[{""variation_code"": ""tbcl030"", ""variation_price"": ""123200\u20ab""}, {""variation_code"": ""tbcl025"", ""variation_price"": ""123200\u20ab""}]"
12,"Thun Clear Solid Thread, 030","*Giải phóng hàng tồn, Chỉnh nha","220,000  123,200 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ",https://tinnha.vn/wp-content/uploads/2024/06/thun-chỉnh-nha-3.jpg,simple,
13,Thun Elastics Amber,"*Giải phóng hàng tồn, Chỉnh nha","13,000  – 14,800 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ
Date: 29/9/2024",https://tinnha.vn/wp-content/uploads/2024/06/thun-chỉnh-nha.jpg,configurable,"[{""variation_code"": ""medium-3-8"", ""variation_price"": ""14800\u20ab""}, {""variation_code"": ""medium-1-4"", ""variation_price"": ""14000\u20ab""}, {""variation_code"": ""light-5-16"", ""variation_price"": ""13000\u20ab""}, {""variation_code"": ""light-3-8"", ""variation_price"": ""14100\u20ab""}, {""variation_code"": ""light-1-8"", ""variation_price"": ""13900\u20ab""}]"
14,Thun  Metalic Silver Dyna-Link,"*Giải phóng hàng tồn, Chỉnh nha","217,500  – 236,200 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ",https://tinnha.vn/wp-content/uploads/2024/06/thun-chỉnh-nha-meta.jpg,configurable,"[{""variation_code"": ""short"", ""variation_price"": ""217500\u20ab""}, {""variation_code"": ""lien-tuc"", ""variation_price"": ""236200\u20ab""}]"
15,Thun Clear Dyna-Link Short,"*Giải phóng hàng tồn, Chỉnh nha","375,000  232,500 ","Thương hiệu: GH
Xuất xứ: Mỹ
Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ
Date: 29/9/2024",https://tinnha.vn/wp-content/uploads/2024/06/thun-chuỗi-dyna-link.jpg,simple,
16,Cone Chính Có Vạch,"*Giải phóng hàng tồn, Nội nha","32,500  – 40,000 ","Thương hiệu: GGT
Xuất xứ: Đài Loan
Gutta Percha Points 2%
Có sai số thấp nhất thị trường (3%)
Dùng trám bít ống tuỷ trong điều trị nội nha",https://tinnha.vn/wp-content/uploads/2024/06/cone-chính-có-vạch.jpg,configurable,"[{""variation_code"": ""0-02_50"", ""variation_price"": ""32500\u20ab""}, {""variation_code"": ""0-02_45-80"", ""variation_price"": ""40000\u20ab""}, {""variation_code"": ""0-02_45"", ""variation_price"": ""40000\u20ab""}, {""variation_code"": ""0-02_40"", ""variation_price"": ""40000\u20ab""}, {""variation_code"": ""0-02_35"", ""variation_price"": ""40000\u20ab""}, {""variation_code"": ""0-02_15-40"", ""variation_price"": ""40000\u20ab""}]"
17,Cone Chính Không Vạch (Dùng cho Protaper),"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc, Nội nha","110,000  68,000 ","Thương hiệu: GGT
Xuất xứ: Đài Loan
Có sai số thấp nhất thị trường (3%)
Thấm hút nhanh, hiệu quả trong quá trình điều trị nội nha",https://tinnha.vn/wp-content/uploads/2024/06/cone-chính-k-có-vạch.jpg,simple,
18,Cone Chính Không Vạch (0.6),"*Giải phóng hàng tồn, Nội nha","110,000  55,000 ","Thương hiệu: GGT
Xuất xứ: Đài Loan
Có sai số thấp nhất thị trường (3%)
Thấm hút nhanh, hiệu quả trong quá trình điều trị nội nha",https://tinnha.vn/wp-content/uploads/2024/06/cone-chính-k-vạch.jpg,simple,
19,Cone Chính Không Vạch (2%),"*Giải phóng hàng tồn, Nội nha","55,000  30,800 ","Thương hiệu: GGT
Xuất xứ: Đài Loan
Gutta Percha Points 2%
Có sai số thấp nhất thị trường (3%)
Dùng trám bít ống tuỷ trong điều trị nội nha",https://tinnha.vn/wp-content/uploads/2024/06/cone-chính-không-vạch.jpg,configurable,"[{""variation_code"": ""0-02_45-80"", ""variation_price"": ""30800\u20ab""}, {""variation_code"": ""0-02_45"", ""variation_price"": ""30800\u20ab""}, {""variation_code"": ""0-02_35"", ""variation_price"": ""30800\u20ab""}, {""variation_code"": ""0-02_15-40"", ""variation_price"": ""30800\u20ab""}, {""variation_code"": ""0-02_15"", ""variation_price"": ""30800\u20ab""}]"
20,Cone Giấy Có Vạch,"*Giải phóng hàng tồn, Nội nha","59,000  34,200 ","Thương hiệu: GGT
Xuất xứ: Đài Loan
Có sai số thấp nhất thị trường (3%)
Vạch đo chiều dài giúp dễ dàng kiểm soát khi sử dụng
Thấm hút nhanh, hiệu quả trong quá trình điều trị nội nha",https://tinnha.vn/wp-content/uploads/2024/06/cone-giấy-có-vạch.jpg,configurable,"[{""variation_code"": ""0-02_50"", ""variation_price"": ""34200\u20ab""}, {""variation_code"": ""0-02_45-80"", ""variation_price"": ""34200\u20ab""}, {""variation_code"": ""0-02_45"", ""variation_price"": ""34200\u20ab""}, {""variation_code"": ""0-02_35"", ""variation_price"": ""34200\u20ab""}, {""variation_code"": ""0-02_20"", ""variation_price"": ""34200\u20ab""}, {""variation_code"": ""0-02_15-40"", ""variation_price"": ""34200\u20ab""}, {""variation_code"": ""0-02_15"", ""variation_price"": ""34200\u20ab""}, {""variation_code"": ""0-02_55"", ""variation_price"": ""34200\u20ab""}]"
21,Cone Giấy Không Vạch,"*Giải phóng hàng tồn, Nội nha","45,000  28,350 ","Thương hiệu: GGT
Xuất xứ: Đài Loan
Có sai số thấp nhất thị trường (3%)
Thấm hút nhanh, hiệu quả trong quá trình điều trị nội nha",https://tinnha.vn/wp-content/uploads/2024/06/cone-giấy-không-vạch.jpg,configurable,"[{""variation_code"": ""0-02_55"", ""variation_price"": ""28350\u20ab""}, {""variation_code"": ""0-02_45-80"", ""variation_price"": ""28350\u20ab""}, {""variation_code"": ""0-02_15-40"", ""variation_price"": ""28350\u20ab""}]"
22,Cao Su Đặc Megasil,"*Giải phóng hàng tồn, Cao su lấy dấu","850,000  425,000 ","Thương hiệu: Megagen
Xuất xứ: Hàn Quốc
Vật liệu lấy dấu vinyl polysiloxane
Chất lượng cao với giá cả hợp lý
Đóng gói: 280mlx2",https://tinnha.vn/wp-content/uploads/2024/06/cao-su-dặc-megasil.jpg,simple,
23,Cao Su Đặc Smartsil Putty Set,"*Giải phóng hàng tồn, Cao su lấy dấu","799,000  407,000 ","Thương hiệu: Seil Global
Xuất xứ: Hàn Quốc
Chính xác – Sắc nét – Tinh tế
Thời gian làm việc 1 phút 30 giây
Thời gian cài đặt 3 phút 30 giây
Date: 15/11/2024",https://tinnha.vn/wp-content/uploads/2024/06/smartsil-dặc.jpg,simple,
24,Cao Su Lấy Dấu Khớp Cắn,"*Giải phóng hàng tồn, Cao su lấy dấu","300,000  150,000 ","Thương hiệu: Seil Global
Xuất xứ: Hàn Quốc
Chính xác – Sắc nét – Tinh tế
Thời gian làm việc: 1 phút
Thời gian cài đặt: 1 phút
Đóng gói: 50ml",https://tinnha.vn/wp-content/uploads/2024/06/smartsil-bite.jpg,simple,
25,Vật Liệu Giảm Ê Buốt Any-Flu Gel,"*Giải phóng hàng tồn, Tẩy trắng","95,000  51,300 ","Thương hiệu: Mediclus
Xuất xứ: Hàn Quốc
Chứa 3% Potassium Nitrate
Vị bạc hà dễ chịu, hiệu quả tức thì
Bảo quản trong ngăn mát tủ lạnh",https://tinnha.vn/wp-content/uploads/2024/06/any-flu-gel.jpg,simple,
26,Tẩy Trắng W-Gel,"*Giải phóng hàng tồn, Tẩy trắng","2,250,000  1,225,000 ","Thương hiệu: Mediclus
Xuất xứ: Hàn Quốc
– Lên màu trắng tự nhiên, không gây khô men răng sau tẩy trắng
– Giảm ê buốt tối đa Không gây phỏng nướu
– Nồng độ cao 35%. Vị cam dễ chịu
– Thời gian thực hiện: 12 phút x 3 lần
Bảo quản trong ngăn mát tủ lạnh",https://tinnha.vn/wp-content/uploads/2024/06/tẩy-trắng-wgel.jpg,simple,
27,Anybond – Keo Dán Thế Hệ Thứ 5,"*Giải phóng hàng tồn, Vật liệu trám","330,000  182,000 ","Thương hiệu: Mediclus
Xuất xứ: Hàn Quốc
Bonding cho composite, kim loại amalgam và chốt
Là loại chất kết dính và xói mòn cùng một lúc
Đóng gói: 5ml
Bảo quản trong ngăn mát tủ lạnh",https://tinnha.vn/wp-content/uploads/2024/06/any-bond.jpg,simple,
28,Xi Măng Gắn Vĩnh Viễn  Total C-Ram,"*Giải phóng hàng tồn, Vật liệu trám","1,950,000  975,000 ","Thương hiệu: Itena
Xuất xứ: Hàn Quốc
– Tất cả trong một sản phẩm: Etching + Primer + Bonding + Xi-măng.
– Dùng resin hạn chế ê buốt thích hợp cho răng còn tuỷ sống
Màu: opaque – ngà       Date: 30/11/2024
Bảo quản trong ngăn mát tủ lạnh",https://tinnha.vn/wp-content/uploads/2024/06/Xi-măng-total-cram.jpg,simple,
29,Composite Lỏng  Reflectys Flow,"*Giải phóng hàng tồn, Vật liệu trám","320,000  212,000 ","Thương hiệu: Itena
Xuất xứ: Hàn Quốc
– Lý tưởng cho những khu vực khó tiếp cận.
– Trám bề mặt loại I, III và V với kết quả thẩm mỹ cao
Bảo quản trong ngăn mát tủ lạnh",https://tinnha.vn/wp-content/uploads/2024/06/composite-lỏng.jpg,configurable,"[{""variation_code"": ""a3-5"", ""variation_price"": ""212000\u20ab""}, {""variation_code"": ""a3"", ""variation_price"": ""212000\u20ab""}]"
30,Bộ Nâng Xoang Kín TOCA KIT,"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","20,500,000  12,300,000 ","Thương hiệu: Surgident 
Xuất xứ: Hàn Quốc

Công cụ của phương pháp tiếp cận Crestal
Nâng xoang an toàn với mũi doa được thiết kế đặc biệt.
Nhiều thành phần để hoạt động

Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/bộ-nâng-xoang-kín-toca.jpg,simple,
31,SD-MESH-TAC,"Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","16,780,000 ","Màng titan và dụng cụ giữ màng
Thương hiệu: Surgident 
Xuất xứ: Hàn Quốc
Được sử dụng với tay khoan cầm tay
Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/SD-mesh-tac.jpg,simple,
32,Implant Posiitioning Kit,"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","14,160,000  8,496,000 ","Kit hướng dẫn định vị phẫu thuật
Thương hiệu: Surgident 
Xuất xứ: Hàn Quốc
Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Kit-hướng-dẫn-dịnh-vị.jpg,simple,
33,Cối Nghiền Xương Bone Mill,"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","11,760,000  7,056,000 ","Thương hiệu: Surgident 
Xuất xứ: Hàn Quốc
– Giảm thiểu sự mất xương trong quá trình xay xát.
– Đảm bảo kích thước xương nghiền 0,1mm
– Tiện lợi, dễ lắp ráp, dễ tẩy rửa
Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Cối-nghiền-xương.jpg,simple,
34,Mũi Lindemann Drill 2.0,"Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","980,000 ","Thương hiệu: Surgident 
Xuất xứ: Hàn Quốc
Hình dáng thiết kế đặc biệt ở dạng đa lưỡi cắt giúp cắt xương, chia chân răng hiệu quả và thoát vụn xương dễ dàng.
Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Mũi-Linder-man.jpg,simple,
35,Turning Handle (Tay Cầm quay),"Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","1,080,000 ","Thương hiệu: Surgident 
Xuất xứ: Hàn Quốc
Được sử dụng với tay khoan cầm tay
Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Tay-cầm-quay.jpg,simple,
36,"Bộ Đục Lợi, Chẻ Xương Trimmer Kit","*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","10,250,000  6,150,000 ","Thương hiệu: Surgident 
Xuất xứ: Hàn Quốc
Bộ dụng cụ cắt xương nướu Trimmer kit sử dụng trong phẫu thuật không lật vạt, rút ngắn thời gian phẫu thuật, rút ngắn thời gian lành thương, đạt tính thẩm mỹ cao.
Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Trimer-kit.jpg,simple,
37,SD-Torque,"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","16,320,000  9,792,000 ","Thương hiệu: Surgident 

Xuất xứ: Hàn Quốc

Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Sd-torque.jpg,simple,
38,Hộp PRF Đơn Giản,"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","4,900,000  2,940,000 ","Thương hiệu: Surgident 
Xuất xứ: Hàn Quốc
Nhiều PRF được hoàn thành trong máy ly tâm có thể được thực hiện đồng thời, giúp giảm thời gian vận hành để sử dụng hình dạng PRF mong muốn
Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Hộp-PRF.jpg,simple,
39,Implant Prosthetic Driver Kit,"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","8,100,000  4,860,000 ","Thương hiệu: Surgident 

Xuất xứ: Hàn Quốc

Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Bộ-kit-vặn-phục-hình.jpg,simple,
40,EASY SINUS KIT,"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","15,000,000  9,000,000 ","Thương hiệu: Surgident 

Xuất xứ: Hàn Quốc

Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/easy-sinus-kit.jpg,simple,
41,(Osteotome S-Set) Để Mở Rộng Xương,"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","6,990,000  4,194,000 ","Thương hiệu: Surgident 

Xuất xứ: Hàn Quốc

Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Dụng-cụ-mở-rộng-xương.jpg,simple,
42,Basic Kit – Bộ Tiểu Phẫu Implant,"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","24,500,000  14,700,000 ","Thương hiệu: Surgident 

Xuất xứ: Hàn Quốc

Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Bộ-tiểu-phẫu.jpg,simple,
43,Cây Nạo Túi Nha Chu 4mm,"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","699,000  419,000 ","Thương hiệu: Surgident 

Xuất xứ: Hàn Quốc

Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Cây-nạo-túi.jpg,simple,
44,Kéo Phẫu Thuật,"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","780,000  468,000 ","Thương hiệu: Surgident 

Xuất xứ: Hàn Quốc

Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Kéo-phẫu-thuật.jpg,simple,
45,Dụng Cụ Tháo Trụ Chân Răng Và Ốc Implant,"Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","2,000,000  1,200,000 ","Thương hiệu: Surgident 

Xuất xứ: Hàn Quốc

Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Dụng-cụ-tháo-trụ-chân-răng.jpg,configurable,"[{""variation_code"": ""frd-02"", ""variation_price"": ""1200000\u20ab""}, {""variation_code"": ""frd-01"", ""variation_price"": ""1200000\u20ab""}]"
46,Dụng Cụ Đựng Xương (Bone Well),"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","780,000  468,000 ","Thương hiệu: Surgident 

Xuất xứ: Hàn Quốc

Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Dụng-cụ-dựng-xương.jpg,simple,
47,Bone Syringe (Ống Chích Xương)),"*Giải phóng hàng tồn, Dụng cụ Hàn Quốc, Dụng cụ Hàn Quốc, Dụng cụ phẫu thuật Hàn Quốc","790,000  474,000 ","Thương hiệu: Surgident 
Xuất xứ: Hàn Quốc
Cơ hội cuối cùng với mức giá Siêu ưu đãi",https://tinnha.vn/wp-content/uploads/2024/06/Ống-chích-xương.jpg,simple,
48,Cán cọ Etching,Vật liệu tiêu hao,"20,000  18,000 ",,https://tinnha.vn/wp-content/uploads/2024/05/Can-co-Etching-01.png,simple,
49,Chén trộn,Vật liệu tiêu hao,"35,000  28,000 ",,https://tinnha.vn/wp-content/uploads/2024/05/Chen-tron-01.png,simple,
50,Khay lấy dấu khớp cắn,Vật liệu tiêu hao,"85,000  68,000 ",,https://tinnha.vn/wp-content/uploads/2024/05/Khay-lay-dau-khop-can-01.png,simple,
51,Súng bắn composite,Vật liệu tiêu hao,"90,000  72,000 ",,https://tinnha.vn/wp-content/uploads/2024/05/Sung-ban-composite-01.png,simple,
52,Mũi Đánh Bóng (Prophy Brush),"Vật liệu tiêu hao, *Giải phóng hàng tồn, Vật liệu tiêu hao","159,200  – 340,000 ","Thương hiệu: Cotisen
Đóng gói: 100 sản phẩm/ hộp",https://tinnha.vn/wp-content/uploads/2024/05/Mũi-dánh-bóng-02-01.png,configurable,"[{""variation_code"": ""pb03c"", ""variation_price"": ""231200\u20ab""}, {""variation_code"": ""pb03b"", ""variation_price"": ""159200\u20ab""}, {""variation_code"": ""pb03a"", ""variation_price"": ""159200\u20ab""}, {""variation_code"": ""pb02c"", ""variation_price"": ""228000\u20ab""}, {""variation_code"": ""pb02b"", ""variation_price"": ""159200\u20ab""}, {""variation_code"": ""pb02a"", ""variation_price"": ""159200\u20ab""}, {""variation_code"": ""pb01c"", ""variation_price"": ""340000\u20ab""}, {""variation_code"": ""pb01b"", ""variation_price"": ""276000\u20ab""}, {""variation_code"": ""pb01a"", ""variation_price"": ""276000\u20ab""}]"
53,Máy Định vị Chóp MicroPex,"Thiết bị nội nha, Nội nha","3,699,000 ","Thương hiệu: Better Way
Bảo hành: 11 tháng

 Tiêu thụ điện năng thấp
 Đo đa tần số chính xác hơn và không bị ảnh hưởng bởi các loại răng",https://tinnha.vn/wp-content/uploads/2024/05/z5375879630499_0b94a9eeebc8447fe8f101780a44398b-2.jpg,simple,
54,Thun thanh/ Thun đơn,Thun,,"Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ
✅ Xuất xứ: Mỹ
✅ Thương hiệu: G&H
✅ Đơn vị bán: Gói
Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi)",https://tinnha.vn/wp-content/uploads/2024/04/thun-thanh-thun-don.jpg,configurable,[]
55,Thun tách kẽ,Thun,"39,000 ","Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ
✅ Xuất xứ: Mỹ
✅ Thương hiệu: G&H
✅ Đơn vị bán: Gói
✅ CTKM: Giảm 10%
Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi)",https://tinnha.vn/wp-content/uploads/2024/04/thun-tach-ke.jpg,simple,
56,Thun Liên Hàm,Thun,"17,000 ","Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ
✅ Xuất xứ: Mỹ
✅ Thương hiệu: G&H
✅ Đơn vị bán: Gói
✅ CTKM: Giảm 2.000đ/ gói khi mua 100 gói
Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi)",https://tinnha.vn/wp-content/uploads/2024/04/thun-lien-ham.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""17000\u20ab""}]"
57,Thun chuỗi Dyna-LinkTM,Thun,"375,000 ","Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ
✅ Xuất xứ: Mỹ
✅ Thương hiệu: G&H
✅ Đơn vị bán: Cuộn
✅ CTKM: Mua 4 tặng 1 (Mã LDLCL1: Long)
Giảm 15% SDLCL1 (Short trong), SDLSV (Short xám)
Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi)",https://tinnha.vn/wp-content/uploads/2024/04/thun-chuoi.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""375000\u20ab""}]"
58,Thun chỉ,Thun,"220,000 ","Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ
✅ Xuất xứ: Mỹ
✅ Thương hiệu: G&H
✅ Đơn vị bán: Cuộn
✅ CTKM: Giảm 30%
Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi)",https://tinnha.vn/wp-content/uploads/2024/04/thun-chi4.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""220000\u20ab""}]"
59,Nút chỉnh nha,Dụng cụ chỉnh nha,"50,000 ","Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ
✅ Xuất xứ: Mỹ
✅ Thương hiệu: G&H
✅ Đơn vị bán: Cái",https://tinnha.vn/wp-content/uploads/2024/04/nut-chinh-nha.jpg,simple,
60,Móc chỉnh nha,Dụng cụ chỉnh nha,"50,000 ","Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ
✅ Xuất xứ: Mỹ
✅ Thương hiệu: G&H
✅ Đơn vị bán: Cái
✅ CTKM: Mua 4 tặng 1
Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi)",https://tinnha.vn/wp-content/uploads/2024/04/moc-chinh-nha.jpg,simple,
61,Lò xo thép mở khoảng/ Lò xo đẩy,Lò xo,"300,000 ","Công nghệ cao cấp, an toàn tiuyệt đổi chuẩn Hoa Kỳ
✅ Xuất xứ: Mỹ
✅ Thương hiệu: G&H
✅ Đơn vị bán: Cái
✅ CTKM: Giảm 15%
Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi)",https://tinnha.vn/wp-content/uploads/2024/04/lo-xo-thep-mo-khoang.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""300000\u20ab""}]"
