product_name,category,product_url,price,original_price,sale_price,image_url,product_type
Kéo Phẫu Thuật,*Giải phóng hàng tồn,https://tinnha.vn/shop/sales/keo-phau-thuat/,,"780,000 ₫","468,000 ₫",https://tinnha.vn/wp-content/uploads/2024/06/Kéo-phẫu-thuật.jpg,simple
"Mũi Mài Chỉnh Composite 1,2mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-mai-chinh-composite-12mm-3/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/167-012XF-1-1-1.jpg,simple
"Mũi Khoan Trụ Dẫn Cylinder 1,8mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-tru-dan-cylinder-18mm/,"860,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/508C-018F-1-1.jpg,simple
Bộ Mũi Cắt Mô Mềm (Soft Tissues Trimmer),Dụng cụ Hàn Quốc,https://tinnha.vn/shop/dung-cu-han-quoc/bo-mui-cat-mo-mem-soft-tissues-trimmer/,"16,440,000 ",,,https://tinnha.vn/wp-content/uploads/2022/08/cb506e09838f4ed1179e.jpg,simple
Mũi Khoan Đầu Nón Ngược 1mm,Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-dau-non-nguoc-1mm/,"350,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/010-010M-1-1-1.jpg,simple
Lò xo thép mở khoảng/ Lò xo đẩy,Lò xo,https://tinnha.vn/shop/chinh-nha/lo-xo/lo-xo-thep-mo-khoang-lo-xo-day/,"300,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/lo-xo-thep-mo-khoang.jpg,simple
Kềm cắt xa (Ms: 6101-6102),Kềm cắt xa,https://tinnha.vn/shop/dung-cu/kem-cat-xa/kem-cat-xa-ms-6101-6102/,"789,000  – 879,000",,,https://tinnha.vn/wp-content/uploads/2024/04/6101-6102_Kem-cat-xa.png,configurable
Trâm S-BLUE,Trâm nội nha,https://tinnha.vn/shop/noi-nha/tram-noi-nha/tram-s-blue/,"385,000 ",,,https://tinnha.vn/wp-content/uploads/2023/07/tram-s-blue-01-1-1.jpg,simple
Cây nạo xương (Ms: 3521-3526),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/cay-nao-xuong-ms-3521/,"109,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN5_Cay-nao-xuong-05-1-1.png,simple
Reamer File,Nội nha,https://tinnha.vn/shop/noi-nha/reamer/,"75,000  – 80,000",,,https://tinnha.vn/wp-content/uploads/2023/07/reamer-file-01-1-1.jpg,configurable
Cây nạo xương (Ms: 5512-5514),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/cay-nao-xuong-ms-5512-5514/,"699,000  – 709,000",,,https://tinnha.vn/wp-content/uploads/2024/04/TN5_Cay-nao-xuong-08-1-1.png,configurable
Cây nạo túi nha chu (Ms: 3111-3112),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/boc-tach-ms-3111-3112/,"109,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/2a_Nao-tui-nha-chu-06-1.png,simple
Dụng cụ phục hồi (Ms: 4224-4226),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/dung-cu-phuc-hoi-ms-4224/,"79,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/4224_Dung-cu-phuc-hoi-copy-1-1.png,simple
Xi Măng Gắn Vĩnh Viễn Total C-ram,Vật liệu gắn,https://tinnha.vn/shop/vat-lieu-gan/xi-mang-gan-vinh-vien-total-c-ram-2/,"1,950,000 ",,,https://tinnha.vn/wp-content/uploads/2024/07/total-cram.jpg,simple
"Mũi Trụ Thuôn Đầu Phẳng 1,6mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-tru-thuon-dau-phang-16mm-2/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/173-016F-1-1-2.jpg,simple
"Mũi Khoan Khai Thác 1,6mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-khai-thac-16mm/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/465-016F-1-1-1.jpg,simple
Kéo Cắt Phẫu Thuật ( Ms: 2105),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/keo-cat-phau-thuat-ms-2105/,"249,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN1b_Keo-cat-phau-thuat-04-1.png,simple
Cây đo túi (Ms: 1508-1522),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/cay-do-tui-ms-1508-1522/,"109,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/1508-1522-Cay-do-tui-1-1.png,simple
Cây Nạo Xương (Ms: 3517-3520),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/cay-nao-xuong-ms-3517-3518/,"109,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN1-11-1.png,simple
Mũi Khoan Hình Tên Lửa 1mm,Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-hinh-ten-lua-1mm/,"320,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/290-010M-1-1.jpg,simple
Mũi Đục Lợi (Tissue punch) – lẻ,Dụng cụ Hàn Quốc,https://tinnha.vn/shop/dung-cu-han-quoc/mui-duc-loi-tissue-punch-le/,"940,000 ",,,https://tinnha.vn/wp-content/uploads/2022/08/503690717df7b0a9e9e6.jpg,simple
"Mũi Trụ Thuôn Đầu Tròn 1,6mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-tru-thuon-dau-tron-16mm/,"350,000  – 390,000",,,https://tinnha.vn/wp-content/uploads/2024/03/199-016F-1-1.jpg,configurable
Kẹp kim (Ms: 2D09-2D10),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/kep-kim-ms-2d09-2d10/,"489,000  – 549,000",,,https://tinnha.vn/wp-content/uploads/2024/04/2D09-2D10_Kẹp-kim-10.png,configurable
"Mũi Trụ Thuôn Đầu Phẳng 1,4mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-tru-thuon-dau-phang-14mm-2/,"350,000  – 390,000",,,https://tinnha.vn/wp-content/uploads/2024/02/172-014F-1-1-1.jpg,configurable
Đèn Led D2000,Đèn trám,https://tinnha.vn/shop/thiet-bi/den-tram/den-led-d2000/,"4,950,000 ",,,https://tinnha.vn/wp-content/uploads/2022/08/53cfe09e0d18c0469909.jpg,simple
Cao Su Đặc Megasil,*Giải phóng hàng tồn,https://tinnha.vn/shop/sales/cao-su-dac-megasil/,,"850,000 ₫","425,000 ₫",https://tinnha.vn/wp-content/uploads/2024/06/cao-su-dặc-megasil.jpg,simple
Mũi Khoan Cắt Composite 1mm,Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-cat-composite-1mm/,"350,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/108-010C-1-1.jpg,simple
H File,Nội nha,https://tinnha.vn/shop/noi-nha/h-file/,"75,000  – 80,000",,,https://tinnha.vn/wp-content/uploads/2023/07/h-file-01-1-1.jpg,configurable
Mũi Khoan Hình Ngọn Lửa 1mm,Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-hinh-ngon-lua-1m/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/249-010C-1-2.jpg,simple
Cây dũa xương (Ms: 3A01-3A02),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/cay-dua-xuong-ms-3a01-3a02/,"65,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/3A01-3A02_Cay-dua-xuong-1-1-1.png,simple
Cao Su Đặc Smartsil Putty Set,*Giải phóng hàng tồn,https://tinnha.vn/shop/sales/cao-su-dac-smartsil-putty-set/,,"799,000 ₫","407,000 ₫",https://tinnha.vn/wp-content/uploads/2024/06/smartsil-dặc.jpg,simple
Kéo Cắt Phẫu Thuật ( Ms: 2125),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/keo-cat-phau-thuat-ms-2125/,"109,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN1b_Keo-cat-phau-thuat-051-1.png,simple
Kéo ( Ms: 2137-2139),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/keo-ms-2137-2139/,"279,000  – 289,000",,,https://tinnha.vn/wp-content/uploads/2024/04/TN5_Keo-1-1.png,configurable
Đèn Tẩy Trắng (Bt Cool Easy),Đèn tẩy trắng,https://tinnha.vn/shop/thiet-bi/den-tay-trang/den-tay-trang-bt-cool-easy/,"12,500,000 ",,,https://tinnha.vn/wp-content/uploads/2022/08/6f979bac2a56e708be47.jpg,simple
Cây Nạo Túi Nha Chu 4mm,*Giải phóng hàng tồn,https://tinnha.vn/shop/sales/cay-nao-tui-nha-chu-4mm/,,"699,000 ₫","419,000 ₫",https://tinnha.vn/wp-content/uploads/2024/06/Cây-nạo-túi.jpg,simple
Trâm Tạo Đường Trượt ET File,Nội nha,https://tinnha.vn/shop/noi-nha/tram-tao-duong-truot-et-file/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2023/07/tram-tao-duong-truot-ET-file-2-01-1-1.png,simple
Xương Tủy Bò Ti-oss (Dạng lọ),Vật liệu cấy ghép,https://tinnha.vn/shop/vat-lieu-cay-ghep/xuong-tuy-bo-ti-oss-dang-lo/,"1,200,000  – 3,240,000",,,https://tinnha.vn/wp-content/uploads/2023/06/xuong-tioss-01-1.jpg,configurable
Dung Dịch Bơm Rửa EDTA,Nội nha,https://tinnha.vn/shop/noi-nha/dung-dich-bom-rua-md-solution-edta/,"230,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/228fd8aa8c6920377978-1.jpg,simple
Màng Collagen Dalim Rapi-Gide,Vật liệu cấy ghép,https://tinnha.vn/shop/vat-lieu-cay-ghep/mang-collagen-dalim-rapi-gide/,"1,390,000  – 2,110,000",,,https://tinnha.vn/wp-content/uploads/2023/06/mang-collagen-01-1.jpg,configurable
"Mũi Khoan Mài Cùi 1,2mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-mai-cui-12mm/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/198-012C-1-1.jpg,simple
Kẽm buộc/ dây Ligature,Dây,https://tinnha.vn/shop/chinh-nha/day/kem-buoc-day-ligature-2/,"2,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/kem-buoc.jpg,simple
"Mũi Mài Chỉnh Composite 1,6mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-mai-chinh-composite-16mm/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/166-016F-1-1-1.jpg,simple
Ống hút phẫu thuật (Ms: 2C10),Ống hút phẫu thuật,https://tinnha.vn/shop/dung-cu/ong-hut-phau-thuat/ong-hut-phau-thuat-ms-2c10/,"289,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/2C10_Ong-hut-phau-thuat-04-1-1-1.png,simple
Bộ Kit Matric (Dental Sectional Contoured Matrices kit),Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/bo-que-dinh-matric-dental-sectional-contoured-matrices-kit/,,"4,500,000 ₫","3,600,000 ₫",https://tinnha.vn/wp-content/uploads/2023/06/Bộ-Kit-Matric-01-1-1.png,simple
Dây cung TitanMolyTM Titanium (TMA),Dây cung,https://tinnha.vn/shop/chinh-nha/day-cung/day-cung-titanmolytm-titanium-tma/,"125,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/Day-cung-TMa.jpg,simple
"Mũi Khoan Cắt Kết Thúc 1,4mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-cat-ket-thuc-14mm/,"550,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/150-014M-1-1-1.jpg,simple
Xương Tổng Hợp Adbone TCP,Vật liệu cấy ghép,https://tinnha.vn/shop/vat-lieu-cay-ghep/xuong-tong-hop-adbone-tcp/,"1,100,000  – 4,700,000",,,https://tinnha.vn/wp-content/uploads/2023/07/xuong-tong-hop-adbone-01-1-1-01-1.jpg,configurable
Cone Chính Không Vạch (Dùng cho Protaper),*Giải phóng hàng tồn,https://tinnha.vn/shop/sales/cone-chinh-khong-vach-dung-cho-protaper/,,"110,000 ₫","68,000 ₫",https://tinnha.vn/wp-content/uploads/2024/06/cone-chính-k-có-vạch.jpg,simple
Đầu Thẳng Tay Chậm (Straight head),Thiết bị,https://tinnha.vn/shop/thiet-bi/thiet-bi-khac/dau-thang-tay-cham-straight-head/,"850,000 ",,,https://tinnha.vn/wp-content/uploads/2022/08/dthangtaycham2.jpg,simple
Dụng cụ phục hồi (Ms: 4303-4309),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/dung-cu-phuc-hoi-ms-4303-4309/,"79,000  – 109,000",,,https://tinnha.vn/wp-content/uploads/2024/04/4303-4309_Dung-cu-phuc-hoi-1-1.png,configurable
Enamel Composite Màu Men,Vật liệu trám,https://tinnha.vn/shop/vat-lieu-tram/enamel-composite-mau-men/,"2,000,000 ",,,https://tinnha.vn/wp-content/uploads/2023/07/enamel-hri-universal-01-1-1.jpg,simple
Thìa Trộn (Spatula Mixing Colors),Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/thia-tron-spatula-mixing-colors/,,"10,000 ₫","8,000 ₫",https://tinnha.vn/wp-content/uploads/2023/06/Thia-tron-01.png,simple
Mặt Gương 2 Mặt ( Ms: 1214),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/mat-guong-2-mat-ms-1214/,"199,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN1_Mat-guong-2-mat-1.png,simple
Cục Cắn (Mouth Prop & Tongue set),Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/cuc-can-mouth-prop-tongue-set/,,"25,000 ₫","20,000 ₫",https://tinnha.vn/wp-content/uploads/2023/06/Cuc-can-01.png,simple
Mũi Kim Ngọn Lửa Đầu Ngắn 1mm,Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-kim-ngon-lua-dau-ngan-1mm/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/FLAME-NEEDLE-short-head-t3-02-1-1.jpg,simple
Dây cung Loop hình chữ T,Dây cung,https://tinnha.vn/shop/chinh-nha/day-cung/day-cung-loop-hinh-chu-t/,"115,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/Day-cung-loop-hinh-chu-T.jpg,simple
Banh Môi,Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/banh-moi/,,"18,000 ₫","14,400 ₫",https://tinnha.vn/wp-content/uploads/2023/06/Banh-moi-02-01.png,simple
Mũi Khoan Hình Nụ 2mm,Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-hinh-nu-2mm/,"320,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/257-020XF-1-1.jpg,simple
Cây nạo túi nha chu (Ms: 3113-3114),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/boc-tach-ms-3113-3114/,"109,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/2a_Nao-tui-nha-chu-07-1-1.png,simple
"Mũi Khoan Hình Trụ Phẳng 1,2mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-hinh-tru-phang-12mm/,"350,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/111-012C-1-1-1.jpg,simple
Cone Chính Không Vạch (0.6),*Giải phóng hàng tồn,https://tinnha.vn/shop/sales/cone-chinh-khong-vach-do-thuon-0-6/,,"110,000 ₫","55,000 ₫",https://tinnha.vn/wp-content/uploads/2024/06/cone-chính-k-vạch.jpg,simple
SD-MESH-TAC,Dụng cụ Hàn Quốc,https://tinnha.vn/shop/dung-cu-han-quoc/sd-mesh-tac/,"16,780,000 ",,,https://tinnha.vn/wp-content/uploads/2024/06/SD-mesh-tac.jpg,simple
Bộ Kit Nâng Xoang Nước (Aqua Sinus Lift Kit),Kit phẫu thuật,https://tinnha.vn/shop/kit-phau-thuat/bo-kit-nang-xoang-nuoc-aqua-sinus-lift-kit/,"7,100,000 ",,,https://tinnha.vn/wp-content/uploads/2022/08/6a801ffff2793f276668.jpg,simple
Khay Lấy Dấu (Autoclavable Impression Tray),Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/khay-lay-dau-autoclavable-impression-tray-8/,,"45,000 ₫","36,000 ₫",https://tinnha.vn/wp-content/uploads/2023/06/Khay-lay-dau-01.png,simple
"Mũi Hoàn Tất Composite 1,2mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-hoan-tat-composite-12mm/,"860,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/219-012M-1-1.jpg,simple
"Mũi Khoan Hình Trụ Vát 1,2mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-hinh-tru-vat-12mm/,"350,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/130-012M-1-1-1.jpg,simple
Đèn Tẩy Trắng (Bt Cool Plus),Đèn tẩy trắng,https://tinnha.vn/shop/thiet-bi/den-tay-trang/den-tay-trang-bt-cool-plus/,"32,000,000 ",,,https://tinnha.vn/wp-content/uploads/2022/08/cc57146ca59668c83187.jpg,simple
"Mũi Khoan Đầu Tròn Có Cổ 1,7mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-dau-tron-co-co-17mm/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/002-017C-1-1.jpg,simple
"Mũi Khoan Đầu Tròn Dài 1,6mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-dau-tron-dai-16mm/,"440,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/697-016C-1-1.jpg,simple
Gel Lành Thương (Oral gel),Gel lành thương,https://tinnha.vn/shop/gel-lanh-thuong/gel-lanh-thuong-oral-gel/,"500,000 ",,,https://tinnha.vn/wp-content/uploads/2022/01/blue-m-1-1-2.jpg,simple
"Mũi Khoan Đầu Tròn 2,3mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-dau-tron-23mm/,"440,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/001-023M-1-1.jpg,simple
Mặt Nạ Chống Giọt Bắn,Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/mat-na-chong-giot-ban/,,"140,000 ₫","112,000 ₫",https://tinnha.vn/wp-content/uploads/2023/06/26.jpg,simple
Mũi Khoan Đầu Tròn Có Cổ 1mm,Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-dau-tron-co-co-1mm/,"320,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/002-010M-1-1.jpg,simple
"Mũi Trụ Thuôn Đầu Phẳng 1,2mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-tru-thuon-dau-phang-12mm-2/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/173-012C-1-1-1.jpg,simple
Mũi Cắt Và Lấy Xương Automax,Kit phẫu thuật,https://tinnha.vn/shop/kit-phau-thuat/mui-cat-va-lay-xuong-automax/,"2,880,000 ",,,https://tinnha.vn/wp-content/uploads/2023/08/auto-max-01-1.jpg,simple
Banh môi (Ms: 2916),Banh môi,https://tinnha.vn/shop/dung-cu/banh-moi/banh-moi-ms-2916/,"179,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN6_Banh-moi-21-1-1.png,simple
Khay đựng dụng cụ (Ms: 8107),Khay đựng dụng cụ,https://tinnha.vn/shop/dung-cu/khay-dung-dung-cu/khay-dung-dung-cu-ms-8107/,"1,889,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN3_Khay-dung-dung-cu-1-1.png,simple
Mắc Cài MiniPreval,Chỉnh nha,https://tinnha.vn/shop/chinh-nha/mac-cai-minipreval/,,"1,290,000 ₫","799,000 ₫",https://tinnha.vn/wp-content/uploads/2024/06/Artboard-1-copy-3.png,simple
"Nạy, Bẩy Răng ( Ms: 2316-2317)",Dụng cụ TN,https://tinnha.vn/shop/dung-cu/nay-bay-rang-ms-2316-2317/,"119,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN1_Nay-bay-rang-08-1.png,simple
"Nạy, Bẩy Răng ( Ms:2314- 2315)",Dụng cụ TN,https://tinnha.vn/shop/dung-cu/nay-bay-rang-ms2314-2315/,"119,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN1_Nay-bay-rang-07-1.png,simple
Any-paste,Nội nha,https://tinnha.vn/shop/noi-nha/calcium-hydroxide-tron-san-any-paste/,"190,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/debd0d9c595ff501ac4e-1.jpg,simple
Kềm bấm xương (Ms: 2804-2808),Kềm bấm xương,https://tinnha.vn/shop/dung-cu/kem-bam-xuong/kem-bam-xuong-ms-2804-2808/,"429,000  – 489,000",,,https://tinnha.vn/wp-content/uploads/2024/04/2804-2808_Kem-bam-xuong.png,configurable
Chêm Nhựa (Poly Wedges),Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/chem-nhua-poly-wedges-2/,,"100,000 ₫","80,000 ₫",https://tinnha.vn/wp-content/uploads/2023/06/Chem-nhua-01.png,simple
Dụng Cụ Phục Hồi (Ms: 4211-4212),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/dung-cu-phuc-hoi-ms-4211-4212/,"79,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN1_Dung-cu-phuc-hoi-1.png,simple
Kềm tháo mắc cài (Ms: 6301-6302),Kềm tháo mắc cài,https://tinnha.vn/shop/dung-cu/kem-thao-mac-cai/kem-thao-mac-cai-ms-6301-6302/,"799,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/6301-6302_Kềm-tháo-mắc-cài-03.png,simple
Bộ Mũi Đục Lợi (Tissue Punch),Dụng cụ Hàn Quốc,https://tinnha.vn/shop/dung-cu-han-quoc/bo-mui-duc-loi-tissue-punch/,"6,170,000 ",,,https://tinnha.vn/wp-content/uploads/2022/08/503690717df7b0a9e9e6.jpg,simple
Kềm Mathieu (Ms: 2D03-2D04),Kềm Mathieu,https://tinnha.vn/shop/dung-cu/kem-mathieu/kem-mathieu-ms-2d03-2d04/,"359,000  – 439,000",,,https://tinnha.vn/wp-content/uploads/2024/04/2D03-2D04_Kem-Mathieu-02.png,configurable
Hộp Đựng Gòn (Cotton Roll Dispenser),Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/hop-dung-gon-cotton-roll-dispenser-2/,,"88,000 ₫","70,400 ₫",https://tinnha.vn/wp-content/uploads/2023/06/Hop-dung-gon-01.png,simple
Kit Tháo Vít Và Implant (Implant & Screw Remover Kit),Kit phẫu thuật,https://tinnha.vn/shop/kit-phau-thuat/kit-thao-vit-va-implant-implant-screw-remover-kit/,"23,500,000 ",,,https://tinnha.vn/wp-content/uploads/2022/08/9bb6f2ca1f4cd2128b5d.jpg,simple
Kềm bẻ dây cung (Ms: 6730),Kềm bẻ dây cung,https://tinnha.vn/shop/dung-cu/kem-be-day-cung/kem-be-day-cung-ms-6730/,"339,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/6730_Kềm-bẻ-dây-cung.png,simple
Hộp Đựng Hàm (Denture Box),Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/hop-dung-ham-denture-box/,"15,200  – 172,000",,,https://tinnha.vn/wp-content/uploads/2023/06/Hop-dung-ham-01.png,configurable
Kéo Castroviejo (Ms : 2170- 2171),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/keo-castroviejo-ms-2170-2171/,"249,000  – 409,000",,,https://tinnha.vn/wp-content/uploads/2024/04/TN-2d_Keo-Castroviejo-cong-1-1.png,configurable
Thước đo sáp (Ms: 7D01),Thước đo,https://tinnha.vn/shop/dung-cu/thuoc-do/thuoc-do-sap-ms-7d01/,"199,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN6_Thuoc-do-sap-1-1.png,simple
Banh Môi (Cheek Retractor),Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/banh-moi-cheek-retractor/,,"45,000 ₫","36,000 ₫",https://tinnha.vn/wp-content/uploads/2023/06/Banh-moi-01.png,simple
Mũi Trụ Thuôn Đầu Phẳng 2mm,Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-tru-thuon-dau-phang-2mm/,"320,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/173-018C-1-1.jpg,simple
"Mũi Mài Chỉnh Composite 1,2mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-mai-chinh-composite-12mm/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/165-012M-1-1-1.jpg,simple
"Mũi Khoan Hình Ngọn Lửa 1,4mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-hinh-ngon-lua-14mm-2/,"320,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/249-014XF-2-1-1.jpg,simple
Cây giảm căng vạt ( Ms: 5703-5704),Dụng cụ TN,https://tinnha.vn/shop/dung-cu/cay-giam-cang-vat-ms-5703-5704/,"389,000 ",,,https://tinnha.vn/wp-content/uploads/2024/04/TN2c_Cay-giam-cang-vat-08-1-1.png,simple
Đài Cao Su Đánh Bóng (Prophy cup),Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/dai-cao-su-danh-bong-prophy-cup/,"159,200  – 228,000",,,https://tinnha.vn/wp-content/uploads/2023/06/Dai-cao-su-danh-bong-03-01.png,configurable
"Mũi Khoan Mài Cùi 1,4mm",Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-khoan-mai-cui-14mm/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/03/198-014C-1-1.jpg,simple
Màng Titan Ti-Mesh,Vật liệu cấy ghép,https://tinnha.vn/shop/vat-lieu-cay-ghep/mang-titan-ti-mesh/,"648,000  – 1,272,000",,,https://tinnha.vn/wp-content/uploads/2023/08/mang-titan-ti-mesh-3-01-1-1.jpg,configurable
Cone Giấy Không Vạch,*Giải phóng hàng tồn,https://tinnha.vn/shop/sales/cone-giay-khong-vach/,,"45,000 ₫","28,350 ₫",https://tinnha.vn/wp-content/uploads/2024/06/cone-giấy-không-vạch.jpg,simple
Màng Titan Định Hình Uốn Sẵn (I-gen),Vật liệu cấy ghép,https://tinnha.vn/shop/vat-lieu-cay-ghep/mang-titan-dinh-hinh-uon-san-i-gen/,"3,600,000 ",,,https://tinnha.vn/wp-content/uploads/2023/08/mang-titan-2-01-1-1.jpg,simple
Mũi Trụ Thuôn Đầu Phẳng 1mm,Mũi khoan,https://tinnha.vn/shop/mui-khoan-kim-cuong/mui-tru-thuon-dau-phang-1mm/,"390,000 ",,,https://tinnha.vn/wp-content/uploads/2024/02/172-010M-1-1-1.jpg,simple
Composite Lỏng  Reflectys Flow,*Giải phóng hàng tồn,https://tinnha.vn/shop/sales/composite-long-reflectys-flow/,,"320,000 ₫","212,000 ₫",https://tinnha.vn/wp-content/uploads/2024/06/composite-lỏng.jpg,simple
Cọ Bôi (Micro Applicator),Vật liệu tiêu hao,https://tinnha.vn/shop/vat-lieu-tieu-hao/co-boi-micro-applicator-2/,"36,000  – 45,000",,,https://tinnha.vn/wp-content/uploads/2023/06/Co-boi-01.png,configurable
